block_id;module;source_info;time_p;time_s;time_s_min;time_s_avg;time_s_max;cov_deviation;nb_threads;
85;nbody3.g;;99.83;4.41;4.4;4.4;4.41;0.24023568630219;2;
78;nbody3.g;;0.06;0;0;0;0;0;1;
113;nbody3.g;;0.06;0;0;0;0;0;1;
96;nbody3.g;;0.06;0;0;0;0;0;1;
