loop_id;module;function_name;function_id;source_info;level;time_p;time_s;time_s_min;time_s_avg;time_s_max;cov_deviation;nb_threads;
3;nbody_v2_struct.cl;move_particles;9;;Innermost;99.83;8.98;;;;;;
4;nbody_v2_struct.cl;move_particles;9;;Outermost;0.11;0.01;;;;;;
0;nbody_v2_struct.cl;init;8;;Single;0.06;0;;;;;;
