loop_id;module;function_name;function_id;source_info;level;time_p;time_s;time_s_min;time_s_avg;time_s_max;cov_deviation;nb_threads;
1;nbody.cl;move_particles;9;;Innermost;99.96;46.9;46.9;46.9;46.9;0;1;
3;nbody.cl;move_particles;9;;Outermost;0.01;0;0;0;0;0;1;
0;nbody.cl;init;8;;Single;0.01;0;0;0;0;0;1;
