loop_id;module;function_name;function_id;source_info;level;time_p;time_s;time_s_min;time_s_avg;time_s_max;cov_deviation;nb_threads;
5;nbody2.g;move_particles;9;;Innermost;98.87;8.34;;;;;;
2;nbody2.g;move_particles;9;;Innermost;0.47;0.04;;;;;;
6;nbody2.g;move_particles;9;;Innermost;0.24;0.02;;;;;;
4;nbody2.g;move_particles;9;;Outermost;0.24;0.02;;;;;;
