block_id;module;source_info;time_p;time_s;time_s_min;time_s_avg;time_s_max;cov_deviation;nb_threads;
95;nbody2.g;;98.87;8.34;;;;;;
89;nbody2.g;;0.47;0.04;;;;;;
93;nbody2.g;;0.24;0.02;;;;;;
96;nbody2.g;;0.18;0.02;;;;;;
88;nbody2.g;;0.06;0;;;;;;
