Node;Process;Thread;System (%);Binary (%);MPI (%);Nb Cycle Events;OMP (%);Others (%);String (%);Memory (%);IO (%);Time (s);Math (%);Pthread (%);
_ALL;_ALL;_ALL;0.06;99.82;0;1686;0;0.06;0;0;0.06;8.43;0;0;
knl03;_ALL;_ALL;0.06;99.82;0;1686;0;0.06;0;0;0.06;8.43;0;0;
knl03;1017931;_ALL;0.06;99.82;0;1686;0;0.06;0;0;0.06;8.43;0;0;
knl03;1017931;1017931;0.06;99.82;0;1686;0;0.06;0;0;0.06;8.43;0;0;
