loop_id;module;function_name;function_id;source_info;level;time_p;time_s;time_s_min;time_s_avg;time_s_max;cov_deviation;nb_threads;
4;nbody_v2_struct.i;move_particles;7;;Innermost;99.68;6.16;6.16;6.16;6.16;0;1;
