function_id;module;function_name;source_info;time_p;time_s;time_s_min;time_s_avg;time_s_max;cov_deviation;nb_threads;cats;
10;nbody_v3_openmp.cl;.omp_outlined.;;99.56;4.48;;;;;;"100,0,0,0,0,0,0,0,0,0";
949;libc-2.31.so;__sched_yield;;0.11;0;;;;;;"0,0,0,0,100,0,0,0,0,0";
718;libc-2.31.so;explicit_bzero;;0.11;0;;;;;;"0,0,0,0,0,0,0,0,100,0";
308;libc-2.31.so;vprintf;;0.11;0;;;;;;"0,0,0,0,0,0,100,0,0,0";
8;nbody_v3_openmp.cl;init;;0.11;0;;;;;;"0,0,0,0,100,0,0,0,0,0";
