Node;Process;Thread;System (%);Binary (%);MPI (%);Nb Cycle Events;OMP (%);Others (%);String (%);Memory (%);IO (%);Time (s);Math (%);Pthread (%);
_ALL;_ALL;_ALL;0.02;99.97;0;18116;0;0.01;0;0;0.01;90.58;0;0;
knl03;_ALL;_ALL;0.02;99.97;0;18116;0;0.01;0;0;0.01;90.58;0;0;
knl03;959849;_ALL;0.02;99.97;0;18116;0;0.01;0;0;0.01;90.58;0;0;
knl03;959849;959849;0.02;99.97;0;18116;0;0.01;0;0;0.01;90.58;0;0;
