block_id;module;source_info;time_p;time_s;time_s_min;time_s_avg;time_s_max;cov_deviation;nb_threads;
80;nbody.gv;;99.98;90.65;90.65;90.65;90.65;0;1;
81;nbody.gv;;0.01;0;0;0;0;0;1;
