Node;Process;Thread;System (%);Binary (%);MPI (%);Nb Cycle Events;OMP (%);Others (%);String (%);Memory (%);IO (%);Time (s);Math (%);Pthread (%);
_ALL;_ALL;_ALL;0.06;99.94;0;1764;0;0;0;0;0;4.41;0;0;
knl03;_ALL;_ALL;0.06;99.94;0;1764;0;0;0;0;0;4.41;0;0;
knl03;1095642;_ALL;0.06;99.94;0;1764;0;0;0;0;0;4.41;0;0;
knl03;1095642;1095900;0;100;0;881;0;0;0;0;0;4.41;0;0;
knl03;1095642;1095642;0.11;99.89;0;883;0;0;0;0;0;4.41;0;0;
