block_id;module;source_info;time_p;time_s;time_s_min;time_s_avg;time_s_max;cov_deviation;nb_threads;
121;nbody_v3_openmp.i;;99.36;3.48;3.47;3.47;3.47;0.10044032335281;2;
117;nbody_v3_openmp.i;;0.21;0.01;0;0.01;0.01;0.10130429267883;2;
55;nbody_v3_openmp.i;;0.07;0;0;0;0;0;1;
57;nbody_v3_openmp.i;;0.07;0;0;0;0;0;1;
