function_id;module;function_name;source_info;time_p;time_s;time_s_min;time_s_avg;time_s_max;cov_deviation;nb_threads;cats;
6;nbody_v3_openmp.i;main;;99.71;3.48;;;;;;"100,0,0,0,0,0,0,0,0,0";
1002;libiomp5.so;bool _INTERNALb3d86afe::__kmp_wait_template<kmp_flag_64<false, true>, true, false, true>(kmp_info*, kmp_flag_64<false, true>*, void*);;0.29;0.01;;;;;;"0,0,100,0,0,0,0,0,0,0";
